# timestamp[ns] tx ty tz qw qx qy qz
1520511155912805237 1.5959467252 -0.0176367630 1.6063522753 0.9971123165 -0.0615726677 -0.0238233007 0.0375271275
1520511155921138237 1.5959102619 -0.0143424636 1.6012984571 0.9971793254 -0.0599025667 -0.0245224930 0.0379963539
1520511155929472237 1.5955400671 -0.0109579477 1.5957527409 0.9973628384 -0.0569938871 -0.0243256170 0.0377800189
1520511155937805237 1.5956162160 -0.0074570264 1.5901091923 0.9974537547 -0.0551619922 -0.0239265010 0.0383495032
1520511155946139237 1.5955226114 -0.0038384354 1.5840995092 0.9977041232 -0.0508508044 -0.0239562984 0.0377726610
1520511155954472237 1.5949532365 -0.0006639757 1.5778148995 0.9979256996 -0.0477919067 -0.0229292364 0.0365305611
1520511155962805237 1.5947848546 0.0025373249 1.5715535561 0.9979926301 -0.0462158337 -0.0232503943 0.0365270595
1520511155971139237 1.5942365881 0.0055771574 1.5650295564 0.9979397126 -0.0465596680 -0.0220261037 0.0382541254
1520511155979472237 1.5937286680 0.0090148018 1.5579612949 0.9981710795 -0.0427565487 -0.0216526205 0.0368447778
1520511155987805237 1.5929692370 0.0125391794 1.5507276826 0.9983592075 -0.0392149464 -0.0206861491 0.0362376048
1520511155996139237 1.5930014627 0.0157148582 1.5439369703 0.9984048779 -0.0379637597 -0.0215251389 0.0358206813
1520511156004472237 1.5926004586 0.0192545679 1.5365402359 0.9985044262 -0.0356564973 -0.0212395284 0.0355866190
1520511156012805237 1.5920447041 0.0227962813 1.5288924836 0.9986502702 -0.0324718709 -0.0207139916 0.0348445966
1520511156021138237 1.5917741689 0.0261270039 1.5213607753 0.9986881404 -0.0315091265 -0.0206544022 0.0346780734
1520511156029472237 1.5911535408 0.0301057347 1.5135480510 0.9987157912 -0.0293155492 -0.0197725872 0.0362823884
1520511156037805237 1.5911040388 0.0339546188 1.5054784613 0.9988503568 -0.0258042718 -0.0206864692 0.0347012137
1520511156046138237 1.5906574827 0.0374936734 1.4973243252 0.9989066668 -0.0238814412 -0.0196908158 0.0350345470
1520511156054472237 1.5903727857 0.0413012251 1.4889025922 0.9989912289 -0.0212590076 -0.0190372600 0.0346722072
1520511156062805237 1.5903627607 0.0447747014 1.4803707894 0.9991003540 -0.0190538633 -0.0188733386 0.0328516361
1520511156071139237 1.5899999087 0.0487611470 1.4715830514 0.9991957460 -0.0160852670 -0.0178965298 0.0320755282
1520511156079472237 1.5896630776 0.0525782191 1.4626204682 0.9992835249 -0.0137030668 -0.0158556825 0.0315160287
1520511156087805237 1.5894802023 0.0570004259 1.4537406538 0.9993413150 -0.0080688918 -0.0151502459 0.0319734141
1520511156096139237 1.5894205750 0.0610825872 1.4446343308 0.9994002950 -0.0047556262 -0.0145014405 0.0310828359
1520511156104472237 1.5891412224 0.0652682301 1.4355375930 0.9994102317 -0.0000727637 -0.0146793858 0.0310435023
1520511156112805237 1.5885998438 0.0697250020 1.4261857124 0.9994372524 0.0047632030 -0.0131327593 0.0304962455
1520511156121139237 1.5888025851 0.0738726691 1.4170679990 0.9994065489 0.0083076921 -0.0128542682 0.0308593605
1520511156129472237 1.5882540170 0.0783979245 1.4074838868 0.9993973821 0.0115984054 -0.0110224864 0.0308034821
1520511156137805237 1.5881105422 0.0829210257 1.3981045785 0.9993413494 0.0161749335 -0.0098108141 0.0309675122
1520511156146138237 1.5879555648 0.0876063265 1.3888018719 0.9992672621 0.0201741558 -0.0089046982 0.0312833613
1520511156154472237 1.5878865077 0.0921136249 1.3792489326 0.9991921098 0.0254082005 -0.0073469761 0.0302584376
1520511156162805237 1.5875323315 0.0969525084 1.3696177343 0.9990223679 0.0318312999 -0.0047562129 0.0303060262
1520511156171138237 1.5872840190 0.1019955708 1.3601983208 0.9988484115 0.0361980122 -0.0040779700 0.0312237862
1520511156179472237 1.5873531836 0.1065584267 1.3506536577 0.9987320979 0.0406915708 -0.0030530719 0.0294800176
1520511156187805237 1.5873668508 0.1115771837 1.3410086851 0.9985214459 0.0456505911 -0.0028164234 0.0293770908
1520511156196139237 1.5871969638 0.1169230970 1.3316147221 0.9982919579 0.0498269347 -0.0022333839 0.0304212970
1520511156204472237 1.5871603547 0.1219093251 1.3220074811 0.9980715538 0.0547371819 -0.0014354937 0.0292395924
1520511156212805237 1.5871181414 0.1270759512 1.3122585742 0.9978973544 0.0583865294 0.0005198337 0.0281356170
1520511156221139237 1.5871197421 0.1324964574 1.3026420724 0.9976674071 0.0620972740 0.0017106552 0.0282974725
1520511156229472237 1.5869653068 0.1381121954 1.2931461062 0.9973890018 0.0663020921 0.0019080936 0.0285582007
1520511156237805237 1.5868713343 0.1436867492 1.2837041022 0.9971687519 0.0697569141 0.0023056976 0.0279845844
1520511156246139237 1.5866758279 0.1495211491 1.2742077182 0.9968855705 0.0732769015 0.0027192760 0.0290217247
1520511156254472237 1.5867230427 0.1551927699 1.2646578634 0.9966324667 0.0768848507 0.0031750582 0.0283260502
1520511156262805237 1.5865622495 0.1610634103 1.2552278968 0.9964168176 0.0796299017 0.0030629277 0.0283411878
1520511156271138237 1.5865431827 0.1669612720 1.2457189834 0.9961444729 0.0834562385 0.0030934654 0.0268640266
1520511156279472237 1.5864464733 0.1729457141 1.2364758805 0.9959667209 0.0855223024 0.0025920708 0.0270094039
1520511156287805237 1.5863747197 0.1788507668 1.2271371534 0.9957178041 0.0887667376 0.0027106821 0.0256743648
1520511156296138237 1.5863051530 0.1850287507 1.2178692576 0.9954972127 0.0911349217 0.0024949378 0.0259518964
1520511156304472237 1.5862399079 0.1911644461 1.2086768559 0.9952812567 0.0936485038 0.0023248256 0.0252937344
1520511156312805237 1.5862386922 0.1978542275 1.1992028501 0.9948504599 0.0980690013 0.0025748025 0.0254637761
1520511156321139237 1.5862574505 0.2038976264 1.1904786954 0.9949276638 0.0977511555 0.0012288995 0.0237096001
1520511156329472237 1.5863017265 0.2109553073 1.1811018118 0.9944696318 0.1020467877 0.0023576636 0.0247193453
1520511156337805237 1.5859820102 0.2169126637 1.1721937977 0.9943615675 0.1038921121 0.0019225137 0.0211614265
1520511156346139237 1.5862652492 0.2239037587 1.1631595150 0.9939147023 0.1079190963 0.0024873374 0.0219282106
1520511156354472237 1.5860218511 0.2303537548 1.1544841641 0.9937067296 0.1102378592 0.0023033254 0.0197292833
1520511156362805237 1.5862150733 0.2374702333 1.1456389882 0.9932290845 0.1142814303 0.0025481431 0.0207182842
1520511156371139237 1.5860950367 0.2439212279 1.1372521603 0.9930342178 0.1162906326 0.0026073560 0.0187811798
1520511156379472237 1.5861516255 0.2508745719 1.1287597848 0.9926416546 0.1196748261 0.0026771014 0.0182569078
1520511156387805237 1.5861520908 0.2580394104 1.1204305256 0.9921203691 0.1239636531 0.0022319668 0.0180334195
1520511156396138237 1.5861350956 0.2651872696 1.1120500637 0.9916867441 0.1275525322 0.0029055784 0.0167125912
1520511156404472237 1.5865780878 0.2725604308 1.1041539888 0.9912408502 0.1306854960 0.0016936687 0.0189739184
1520511156412805237 1.5862849809 0.2792621494 1.0964111296 0.9908709453 0.1338465054 0.0010159745 0.0160888316
1520511156421138237 1.5870901882 0.2864715292 1.0881266767 0.9902556734 0.1384232477 0.0026410247 0.0150243365
1520511156429472237 1.5865545308 0.2934552632 1.0805148611 0.9897374374 0.1423653295 0.0023496142 0.0120994727
1520511156437805237 1.5873399065 0.3006437618 1.0737967237 0.9886766142 0.1494429408 -0.0026411420 0.0133560593
1520511156446139237 1.5878507234 0.3073702466 1.0656455183 0.9890850827 0.1470090887 0.0008876190 0.0099115636
1520511156454472237 1.5882301762 0.3152355715 1.0581449922 0.9883652376 0.1516101042 0.0012552939 0.0121226068
1520511156462805237 1.5883826266 0.3229028978 1.0508850543 0.9877140664 0.1559528863 0.0008019332 0.0099487276
1520511156471139237 1.5888173780 0.3300854346 1.0438588785 0.9873625730 0.1581390327 0.0001711946 0.0103521206
1520511156479472237 1.5890566652 0.3376298583 1.0369338228 0.9868461440 0.1613991412 -0.0005465276 0.0092036137
1520511156487805237 1.5893487010 0.3452339036 1.0301628156 0.9864105643 0.1640609824 -0.0009672144 0.0087896030
1520511156496139237 1.5895946387 0.3529337533 1.0234691547 0.9858202866 0.1675917697 -0.0014327342 0.0083251749
1520511156504472237 1.5898862960 0.3607549980 1.0170105802 0.9853779042 0.1702153893 -0.0023120154 0.0071945582
1520511156512805237 1.5901058682 0.3687175613 1.0108707628 0.9846351674 0.1744225027 -0.0042728817 0.0072194229
1520511156521138237 1.5901287016 0.3769308686 1.0042182597 0.9846435426 0.1744555449 -0.0037120794 0.0053457866
1520511156529472237 1.5905650054 0.3845991303 0.9983229041 0.9837420614 0.1794549617 -0.0047178413 0.0050214780
1520511156537805237 1.5907529103 0.3927036907 0.9923944113 0.9830639087 0.1831403384 -0.0047725787 0.0047106632
1520511156546138237 1.5907833673 0.4009565629 0.9866411416 0.9826438579 0.1852007344 -0.0103893441 0.0019488787
1520511156554472237 1.5907765422 0.4089035206 0.9809369791 0.9827887256 0.1842426617 -0.0133760028 0.0014300559
1520511156562805237 1.5915297924 0.4167538781 0.9750705629 0.9819424632 0.1888554118 -0.0109836029 -0.0014116977
1520511156571139237 1.5909589491 0.4248962552 0.9696550399 0.9815422339 0.1907454523 -0.0131943669 -0.0041139107
1520511156579472237 1.5913673429 0.4332292390 0.9644852756 0.9806225448 0.1951689981 -0.0165193429 -0.0039494448
1520511156587805237 1.5914039256 0.4413944814 0.9589355555 0.9801337270 0.1976652595 -0.0156468462 -0.0046366536
1520511156596139237 1.5917103795 0.4492301586 0.9530509814 0.9792528437 0.2019864480 -0.0148142120 -0.0067736331
1520511156604472237 1.5915372877 0.4576691968 0.9480531265 0.9780967257 0.2071159644 -0.0191462767 -0.0079493714
1520511156612805237 1.5917715452 0.4649290002 0.9432055659 0.9778279648 0.2081603095 -0.0210982211 -0.0087533895
1520511156621139237 1.5911934091 0.4729302622 0.9385143267 0.9764942194 0.2138781562 -0.0240310310 -0.0117338551
1520511156629472237 1.5922620404 0.4808104735 0.9326941948 0.9765193747 0.2142895538 -0.0198768074 -0.0097370725
1520511156637805237 1.5921083356 0.4885802832 0.9286024751 0.9758356940 0.2167980245 -0.0249734500 -0.0109380843
1520511156646138237 1.5918403440 0.4962461081 0.9241941196 0.9749812524 0.2204076249 -0.0270530717 -0.0100083833
1520511156654472237 1.5911790541 0.5036429560 0.9205372978 0.9725150816 0.2298406433 -0.0338346839 -0.0155855341
1520511156662805237 1.5909352445 0.5115353572 0.9158159728 0.9722756065 0.2315596247 -0.0301202045 -0.0123716822
1520511156671138237 1.5914375007 0.5188657726 0.9107904142 0.9724315563 0.2310433825 -0.0286430686 -0.0132438070
1520511156679472237 1.5916074410 0.5265758160 0.9069870451 0.9715063595 0.2345211634 -0.0319419575 -0.0124470327
1520511156687805237 1.5908599074 0.5349357623 0.9019763710 0.9703654275 0.2396110054 -0.0276370462 -0.0146183767
1520511156696139237 1.5915006430 0.5409269188 0.8974609346 0.9715940540 0.2346126672 -0.0264841866 -0.0161393438
1520511156704472237 1.5912296097 0.5481272013 0.8935750490 0.9709784353 0.2370322655 -0.0270983744 -0.0168006380
1520511156712805237 1.5898083906 0.5572072259 0.8905081060 0.9671776028 0.2518800480 -0.0298215573 -0.0153166849
1520511156721139237 1.5900779477 0.5629028296 0.8870227933 0.9681155824 0.2480557575 -0.0313858451 -0.0153456488
1520511156729472237 1.5894369433 0.5704881943 0.8833596934 0.9665917373 0.2538127856 -0.0317213745 -0.0165298999
1520511156737805237 1.5888141559 0.5767587939 0.8798326798 0.9670128399 0.2524873667 -0.0284548345 -0.0180726201
1520511156746139237 1.5885211762 0.5829613157 0.8774391596 0.9665809905 0.2532667048 -0.0347370920 -0.0192483621
1520511156754472237 1.5877451375 0.5900277957 0.8740454669 0.9652685354 0.2584554558 -0.0329725442 -0.0192417091
1520511156762805237 1.5871266693 0.5969280767 0.8705851939 0.9643187779 0.2619577878 -0.0323438544 -0.0205252811
1520511156771138237 1.5863942739 0.6028882556 0.8681832579 0.9640586038 0.2626661641 -0.0336872087 -0.0215096885
1520511156779472237 1.5856151556 0.6092151673 0.8654216769 0.9633545101 0.2651208698 -0.0338423042 -0.0226651892
1520511156787805237 1.5848135803 0.6154554177 0.8620775443 0.9632565586 0.2658700207 -0.0290394334 -0.0246301798
1520511156796138237 1.5835158466 0.6199770120 0.8593915498 0.9634823594 0.2632389909 -0.0339196664 -0.0354461982
1520511156804472237 1.5834810443 0.6266033311 0.8568688861 0.9635142162 0.2643149760 -0.0307548718 -0.0288459095
1520511156812805237 1.5819251126 0.6318345723 0.8561560520 0.9609102714 0.2722121082 -0.0388064637 -0.0323431115
1520511156821139237 1.5794848814 0.6372940135 0.8542998415 0.9591301414 0.2791920388 -0.0334702328 -0.0316373319
1520511156829472237 1.5793364688 0.6426190649 0.8517763879 0.9606114787 0.2733776651 -0.0350180842 -0.0355523992
1520511156837805237 1.5781303254 0.6479384923 0.8501515645 0.9602313705 0.2746212775 -0.0350123581 -0.0362353938
1520511156846139237 1.5767323067 0.6534980128 0.8500045861 0.9579031834 0.2826424764 -0.0380170183 -0.0330064850
1520511156854472237 1.5755402183 0.6590274851 0.8479618469 0.9577024429 0.2831074965 -0.0365411054 -0.0363445181
1520511156862805237 1.5743273511 0.6634261456 0.8463665039 0.9577819645 0.2829649893 -0.0337980201 -0.0379765330
1520511156871139237 1.5728159371 0.6675691732 0.8461852087 0.9589135776 0.2787374544 -0.0370636435 -0.0376360002
1520511156879472237 1.5713966402 0.6715186883 0.8445862797 0.9592442433 0.2777266421 -0.0341543484 -0.0393938369
1520511156887805237 1.5698330840 0.6757835646 0.8447824067 0.9589237230 0.2785579937 -0.0372576633 -0.0385045999
1520511156896138237 1.5678066623 0.6804706925 0.8448825073 0.9553446714 0.2907405959 -0.0386021813 -0.0360046702
1520511156904472237 1.5668547109 0.6838345830 0.8432025237 0.9570117190 0.2855289480 -0.0332214990 -0.0387055758
1520511156912805237 1.5652428301 0.6867825812 0.8429699318 0.9578402359 0.2828674354 -0.0324834161 -0.0383786943
1520511156921138237 1.5634068937 0.6904470415 0.8429978980 0.9571289130 0.2851626124 -0.0332235306 -0.0385061734
1520511156929472237 1.5613584999 0.6934917730 0.8429761925 0.9577483322 0.2828185620 -0.0341471469 -0.0395697555
1520511156937805237 1.5596420572 0.6978950431 0.8418097070 0.9605555382 0.2755314898 -0.0234000772 -0.0294600162
1520511156946139237 1.5577155211 0.6988563310 0.8437290375 0.9578172399 0.2829155775 -0.0330838139 -0.0380837526
1520511156954472237 1.5557708801 0.7008115552 0.8442535388 0.9588474373 0.2795519449 -0.0325466636 -0.0374568660
1520511156962805237 1.5533447011 0.7053206116 0.8433432248 0.9600669335 0.2773102214 -0.0221977867 -0.0296273960
1520511156971139237 1.5515005691 0.7048653437 0.8457129161 0.9598121467 0.2763392830 -0.0318704558 -0.0371687729
1520511156979472237 1.5492702962 0.7065892115 0.8466882246 0.9603304286 0.2745568800 -0.0314999394 -0.0373060494
1520511156987805237 1.5473122509 0.7080485937 0.8477604790 0.9609805274 0.2721513422 -0.0321971805 -0.0375954046
1520511156996139237 1.5448201562 0.7102509341 0.8485749832 0.9616646318 0.2703393258 -0.0290232647 -0.0357132315
1520511157004472237 1.5418688334 0.7108189766 0.8529482716 0.9602041680 0.2737105430 -0.0392999353 -0.0393193271
1520511157012805237 1.5397430376 0.7115060326 0.8522237964 0.9630308887 0.2649620539 -0.0302202305 -0.0381228940
1520511157021138237 1.5367771557 0.7123084122 0.8541948815 0.9638280931 0.2622137444 -0.0287930528 -0.0380830582
1520511157029472237 1.5341901313 0.7131277045 0.8562023452 0.9640946952 0.2610197784 -0.0298082415 -0.0387500033
1520511157037805237 1.5313401622 0.7132061858 0.8585450441 0.9648746193 0.2579084245 -0.0301165241 -0.0399150169
1520511157046138237 1.5280092882 0.7138145945 0.8610844421 0.9655213005 0.2556732588 -0.0288253388 -0.0396093778
1520511157054472237 1.5255231805 0.7130676822 0.8639166248 0.9666485159 0.2509504978 -0.0303278236 -0.0411669463
1520511157062805237 1.5219243377 0.7131564481 0.8666319092 0.9677159625 0.2470866853 -0.0283443687 -0.0408727602
1520511157071139237 1.5189794499 0.7131288990 0.8694911560 0.9679056874 0.2462211624 -0.0279505402 -0.0418627126
1520511157079472237 1.5157319890 0.7121181424 0.8727348982 0.9692695280 0.2407107997 -0.0275584490 -0.0426078022
1520511157087805237 1.5126119724 0.7114780338 0.8761191005 0.9697213206 0.2385669535 -0.0285661140 -0.0437075078
1520511157096139237 1.5068908287 0.7102396146 0.8817766132 0.9689139608 0.2385949475 -0.0442187748 -0.0481963430
1520511157104472237 1.5029946935 0.7094659250 0.8854380248 0.9700122748 0.2351198687 -0.0399502561 -0.0468914819
1520511157112805237 1.5013337683 0.7090499005 0.8880054280 0.9706189058 0.2343232996 -0.0304623845 -0.0454265793
1520511157121139237 1.4971714444 0.7064535650 0.8929324592 0.9715345096 0.2293084185 -0.0348158224 -0.0482307406
1520511157129472237 1.4930135440 0.7053671807 0.8972253623 0.9729798913 0.2237713195 -0.0317586547 -0.0472008005
1520511157137805237 1.4888609384 0.7036242802 0.9017314580 0.9734226958 0.2211349913 -0.0325090308 -0.0499072532
1520511157146138237 1.4840458846 0.7023237176 0.9064628227 0.9743777733 0.2178494569 -0.0326525271 -0.0454244591
1520511157154472237 1.4804360803 0.7003940391 0.9113250792 0.9747238683 0.2158690924 -0.0308612596 -0.0485952491
1520511157162805237 1.4767474770 0.6997349066 0.9162471816 0.9753696810 0.2129122176 -0.0298579116 -0.0493039369
1520511157171138237 1.4725017930 0.6976510592 0.9210611436 0.9771382587 0.2046021338 -0.0277216180 -0.0506981475
1520511157179472237 1.4682555692 0.6960116137 0.9272445877 0.9772772141 0.2037865289 -0.0299486422 -0.0500337513
1520511157187805237 1.4635053124 0.6935442225 0.9330412223 0.9793055190 0.1928296728 -0.0291460996 -0.0541102817
1520511157196139237 1.4599966388 0.6925628619 0.9379972589 0.9793891305 0.1940591068 -0.0250076528 -0.0501259550
1520511157204472237 1.4555009675 0.6903653825 0.9435905149 0.9808861150 0.1857043916 -0.0223453363 -0.0536376207
1520511157212805237 1.4509086840 0.6889017815 0.9501378602 0.9810980766 0.1849475936 -0.0233700512 -0.0519113893
1520511157221139237 1.4465662485 0.6870985508 0.9567480367 0.9816709160 0.1824296444 -0.0247802540 -0.0492704419
1520511157229472237 1.4420878194 0.6850528504 0.9627440408 0.9821156363 0.1796340034 -0.0226448582 -0.0516499005
1520511157237805237 1.4373636157 0.6817626075 0.9693673351 0.9838780244 0.1691198805 -0.0216207427 -0.0539911341
1520511157246139237 1.4328840081 0.6794410481 0.9761781075 0.9842689797 0.1666825788 -0.0216551366 -0.0544292993
1520511157254472237 1.4282438150 0.6760642297 0.9832544376 0.9852222118 0.1603337669 -0.0219713042 -0.0561029263
1520511157262805237 1.4236363992 0.6740647858 0.9907662835 0.9849277637 0.1632846962 -0.0237658658 -0.0518709165
1520511157271138237 1.4191332058 0.6703088758 0.9979027282 0.9866461794 0.1511650370 -0.0222856693 -0.0564074217
1520511157279472237 1.4146023945 0.6677137522 1.0053808185 0.9867386784 0.1504023488 -0.0231676187 -0.0564727857
1520511157287805237 1.4102041607 0.6644856960 1.0129973454 0.9879092675 0.1411675613 -0.0223984889 -0.0600442050
1520511157296138237 1.4055929343 0.6613084369 1.0210368560 0.9887362210 0.1349545360 -0.0230394080 -0.0604743268
1520511157304472237 1.4015832432 0.6584826328 1.0292378206 0.9892816474 0.1319480750 -0.0220859871 -0.0585127068
1520511157312805237 1.3973645359 0.6550552115 1.0371336351 0.9904633775 0.1220388563 -0.0206844493 -0.0605059419
1520511157321139237 1.3934539468 0.6528404888 1.0453920239 0.9908716816 0.1188289759 -0.0200407731 -0.0604264226
1520511157329472237 1.3891728191 0.6500808984 1.0541727052 0.9914614855 0.1133600289 -0.0211142121 -0.0608918438
1520511157337805237 1.3848092450 0.6475358623 1.0627063952 0.9920632984 0.1076612372 -0.0200629975 -0.0617814385
1520511157346139237 1.3809995980 0.6442795383 1.0716160058 0.9929634579 0.0996909302 -0.0194484942 -0.0608855131
1520511157354472237 1.3771445194 0.6415779113 1.0804253500 0.9936260337 0.0932685089 -0.0168257255 -0.0610342959
1520511157362805237 1.3731442329 0.6390420522 1.0894056868 0.9941262060 0.0876399693 -0.0155757633 -0.0615606854
1520511157371139237 1.3693566580 0.6367433938 1.0986564376 0.9945714405 0.0835401793 -0.0154190167 -0.0600911154
1520511157379472237 1.3655069816 0.6337440229 1.1077262389 0.9952499333 0.0754580112 -0.0125388947 -0.0602198883
1520511157387805237 1.3616420197 0.6312549956 1.1170376531 0.9956438813 0.0699302219 -0.0109624793 -0.0606864880
1520511157396138237 1.3577052526 0.6285402177 1.1268103004 0.9960636309 0.0641145727 -0.0104666630 -0.0603076594
1520511157404472237 1.3539491265 0.6256515457 1.1361251165 0.9964758630 0.0568897629 -0.0068922928 -0.0612528008
1520511157412805237 1.3501543645 0.6233958235 1.1458945541 0.9966938299 0.0529834281 -0.0063320197 -0.0612704767
1520511157421138237 1.3465030071 0.6209573462 1.1556010053 0.9969172711 0.0481331355 -0.0045859221 -0.0617909790
1520511157429472237 1.3428693434 0.6181839812 1.1653335400 0.9972026944 0.0415602076 -0.0027063190 -0.0620661853
1520511157437805237 1.3390470056 0.6160627693 1.1748941912 0.9972641731 0.0377738645 -0.0012818819 -0.0635268530
1520511157446139237 1.3355821758 0.6131768322 1.1850203711 0.9974872013 0.0304740135 0.0003039372 -0.0639572153
1520511157454472237 1.3319737394 0.6112182805 1.1946715449 0.9975178696 0.0267874446 0.0012986981 -0.0651064200
1520511157462805237 1.3285183398 0.6084595021 1.2044118517 0.9976245465 0.0197918015 0.0036952010 -0.0658778749
1520511157471139237 1.3249968391 0.6065649952 1.2145160704 0.9976296369 0.0164293694 0.0030249818 -0.0667535233
1520511157479472237 1.3217321491 0.6041172362 1.2243941843 0.9976434503 0.0112810137 0.0031394542 -0.0676049460
1520511157487805237 1.3180830253 0.6019830609 1.2344347345 0.9975690877 0.0064825397 0.0046738395 -0.0692246132
1520511157496139237 1.3146282340 0.5998998117 1.2443129035 0.9974874252 0.0020410936 0.0055197177 -0.0705988893
1520511157504472237 1.3113512111 0.5976372730 1.2543744698 0.9974156801 -0.0045235328 0.0065172995 -0.0714074469
1520511157512805237 1.3079239534 0.5958145937 1.2639713096 0.9972998054 -0.0077566608 0.0079172742 -0.0725964816
1520511157521138237 1.3045689511 0.5935479606 1.2740024417 0.9970922645 -0.0129774226 0.0074138693 -0.0747237388
1520511157529472237 1.3012237533 0.5918907457 1.2834374459 0.9969686406 -0.0160868111 0.0094671447 -0.0755322278
1520511157537805237 1.2978638378 0.5899218686 1.2933059630 0.9967171641 -0.0210405761 0.0097569623 -0.0775692631
1520511157546138237 1.2943967384 0.5880089399 1.3029953984 0.9964670892 -0.0255274141 0.0107773018 -0.0792814045
1520511157554472237 1.2911432762 0.5861851936 1.3125870396 0.9962604457 -0.0294724095 0.0111932146 -0.0804438521
1520511157562805237 1.2878763884 0.5847090279 1.3219130426 0.9961616281 -0.0322680237 0.0120446494 -0.0804718069
1520511157571139237 1.2845473024 0.5828336768 1.3316165122 0.9958150568 -0.0370557894 0.0120159022 -0.0826732074
1520511157579472237 1.2809478779 0.5813401707 1.3408061036 0.9954513709 -0.0399056449 0.0134405777 -0.0854602746
1520511157587805237 1.2777262262 0.5797379265 1.3501086401 0.9952261598 -0.0432524871 0.0134380332 -0.0864495946
1520511157596139237 1.2744157400 0.5783774854 1.3594272013 0.9949061944 -0.0465017530 0.0133397037 -0.0884381343
1520511157604472237 1.2714616426 0.5770377290 1.3683620920 0.9948142126 -0.0483079056 0.0128152134 -0.0885821600
1520511157612805237 1.2679998514 0.5753653198 1.3778329024 0.9944028371 -0.0535196035 0.0124564921 -0.0902412628
1520511157621139237 1.2653507969 0.5738652883 1.3868443129 0.9941745366 -0.0561516534 0.0105904677 -0.0913883179
1520511157629472237 1.2621721860 0.5726494652 1.3960961472 0.9939329319 -0.0587636009 0.0097276505 -0.0924637164
1520511157637805237 1.2588632285 0.5713630319 1.4050096588 0.9936928862 -0.0616956180 0.0092535217 -0.0931797775
1520511157646138237 1.2561408158 0.5701846896 1.4135303445 0.9936335614 -0.0632711821 0.0085511700 -0.0928223070
1520511157654472237 1.2528618035 0.5690320644 1.4221457755 0.9933494882 -0.0651497244 0.0070569704 -0.0946705169
1520511157662805237 1.2499012311 0.5676835602 1.4307360722 0.9932347020 -0.0681703160 0.0065517378 -0.0937801126
1520511157671138237 1.2467359857 0.5664334370 1.4392288521 0.9930357395 -0.0705236888 0.0053591069 -0.0942215972
1520511157679472237 1.2435680211 0.5651385895 1.4475199494 0.9928297899 -0.0734294684 0.0044620925 -0.0942189533
1520511157687805237 1.2402393294 0.5639098351 1.4560734390 0.9924887920 -0.0767140705 0.0032262167 -0.0952393866
1520511157696139237 1.2372067872 0.5626750616 1.4642315954 0.9923070501 -0.0793832474 0.0019298449 -0.0949804933
1520511157704472237 1.2343108613 0.5616304331 1.4720763324 0.9922522249 -0.0807561278 0.0011864465 -0.0944063678
1520511157712805237 1.2314294674 0.5604748272 1.4800734980 0.9920958960 -0.0832406470 -0.0001002275 -0.0938973788
1520511157721139237 1.2292644693 0.5590921421 1.4881498156 0.9919975230 -0.0868034188 -0.0023427334 -0.0916547459
1520511157729472237 1.2258040003 0.5580872971 1.4957728945 0.9917697506 -0.0886926115 -0.0027347164 -0.0922979080
1520511157737805237 1.2234208480 0.5569370210 1.5034362261 0.9916683441 -0.0911982681 -0.0044836186 -0.0908662118
1520511157746139237 1.2207445885 0.5556110079 1.5110846662 0.9914804643 -0.0942723966 -0.0057836358 -0.0896981249
1520511157754472237 1.2174674961 0.5546667057 1.5183729878 0.9912709841 -0.0963040785 -0.0057355200 -0.0898580232
1520511157762805237 1.2150063198 0.5531280818 1.5258542428 0.9910571594 -0.1001895174 -0.0069476157 -0.0878606746
1520511157771138237 1.2121634564 0.5522317363 1.5327065314 0.9909759691 -0.1012207189 -0.0077316878 -0.0875283713
1520511157779472237 1.2093609956 0.5510690694 1.5398245418 0.9907512523 -0.1036504783 -0.0085316512 -0.0871535729
1520511157787805237 1.2068247958 0.5494563860 1.5469755466 0.9904667411 -0.1079087640 -0.0093437677 -0.0851118526
1520511157796138237 1.2039196701 0.5486322908 1.5537048064 0.9903362459 -0.1094003785 -0.0098208113 -0.0846712987
1520511157804472237 1.2013572888 0.5472381316 1.5605985709 0.9900321158 -0.1127536137 -0.0109652454 -0.0836827079
1520511157812805237 1.1986270925 0.5459542241 1.5674221178 0.9896884061 -0.1160291571 -0.0113371628 -0.0832199636
1520511157821139237 1.1957586341 0.5447765311 1.5741289002 0.9892985687 -0.1199961053 -0.0108322182 -0.0822917964
1520511157829472237 1.1927443515 0.5441714689 1.5802307721 0.9892103742 -0.1208944548 -0.0106346266 -0.0820626048
1520511157837805237 1.1901341548 0.5427775500 1.5868619012 0.9887222223 -0.1256093578 -0.0103897955 -0.0808870103
1520511157846139237 1.1867885084 0.5419098628 1.5929867132 0.9883932879 -0.1276904193 -0.0096962781 -0.0817303341
1520511157854472237 1.1840506536 0.5408177463 1.5990606985 0.9880709033 -0.1306925870 -0.0085976595 -0.0810025806
1520511157862805237 1.1811721419 0.5397664660 1.6050406549 0.9876938533 -0.1337496854 -0.0075869892 -0.0807112839
1520511157871139237 1.1780345499 0.5385558646 1.6108934188 0.9872930639 -0.1365596432 -0.0069296067 -0.0809682066
1520511157879472237 1.1755794311 0.5375297868 1.6165912764 0.9870314645 -0.1388508552 -0.0064503592 -0.0802977022
